"","site_id","uid","comid","date_col","ag_eco9","lat_dd83","lon_dd83","area_ha","tp_ug","nitrate_mg","nitrate_nitrite_mg","nitrite_mg","ammonia_mg","tn_ug","doc_mg","toc_mg","site_depth","chla_ug","secchi_m","lake_nhdid","lagoslakeid","year","lake_connectivity_permanent","lake_maxdepth_m","w.arch1","w.arch2","w.arch3","w.arch4","w.arch5","w.arch6","w.arch7","max.arch","w.max.arch"
"909","NLA17_TX-10008",2010253,5292291,"6/15/2017","CPL",33.06712,-95.73801,14.7144,282.59375,0,NA,0,0.043,2523,10.53,NA,1.55,155.6,0.325,NA,411081,2017,"Headwater",3.5,0.608448861738274,0.17475794734325,0.0121409693080381,0.204670759114037,0,0,0,1,0.608448861738274
"910","NLA12_MI-162",1000103,12019044,"7/30/2012","UMW",46.46325834,-85.71666173,59.06040392,5,0.002,0.002,0,0.0054,246,3.12,NA,21.7,2.341333333,4.575,"86671161",4123,2012,"Drainage",21.008993453196,0,0.136802650428233,0.124560864252677,0,0.478838274771483,0.248581737702457,0.0112338094674179,5,0.478838274771483
"911","NLA17_IN-10129",2011220,12259500,"7/27/2017","UMW",41.59922,-85.05515,8.770182,36.99875,1.3734,NA,0,0.053,2376,7.98,NA,6.5,7.66,2,NA,4137,2017,"DrainageLk",8.5,0.515851398211976,0,0.0559995512659266,0,0.414688199965583,0,0.0134728841525087,1,0.515851398211976
"912","NLA12_TX-169",1000015,1146853,"6/19/2012","CPL",32.19966096,-94.907485,30.07304761,54,0.078,0.078,0,3.18,4065,0.23,NA,4,1.245333333,NA,"110266741",414005,2012,"Isolated",4,0.363403111189455,0.421335775731254,0,0.0837850572889781,0,0,0.131484576241115,2,0.421335775731254
"913","NLA17_TX-10009",2010728,1157071,"8/10/2017","CPL",31.70945,-94.35483,214.6029,20.39,0,NA,0,0.008,484,5.33,NA,9.06,18,1.5,NA,414400,2017,"DrainageLk",9.2,0.218482288298142,0.387711807279843,0,0.173656674255114,0,0.0871567055841921,0.133012836264042,2,0.387711807279843
"914","NLA12_TX-R02",6608,1158647,"6/13/2012","CPL",31.11366834,-94.14304379,45650.69086,41,0.002,0.002,0,0.0064,365,5.3,NA,NA,NA,2.01,"117224967",414478,2012,"DrainageLk",12.9,0.331689847500784,0.407065695935143,0,0.175751009506973,0,0.00268547733174262,0.0828197246360265,2,0.407065695935143
"915","NLA17_TX-10110",2010936,4452516,"9/20/2017","CPL",31.75754,-95.4936,5.274673,37.34125,0.0023,NA,0,0.013,766,6.92,NA,2.6,29.84,0.9,NA,414545,2017,"Headwater",NA,0,0.426785968424899,0,0.225283850798795,0,0,0.347959128308562,2,0.426785968424899
"916","NLA12_IN-185",7984,12265492,"8/16/2012","UMW",41.32762286,-85.45633739,16.74849991,64,0,0,0,0.0072,771,5.33,NA,5.5,30,1.05,"155642931",4146,2012,"DrainageLk",5.5,0.585619176210603,0.00101099545957232,0,0,0.39953957414812,0,0.0138413358344815,1,0.585619176210603
"917","NLA17_TX-10040",2010934,114011519,"9/19/2017","CPL",32.45532,-95.6831,1.991016,61.755,0.0054,NA,0,0.076,1091,8.97,NA,2,28.6,1.15,NA,415091,2017,"Isolated",NA,0.478293590299862,0.365684890102994,0.135981804759855,0.0200643256237366,0,0,0,1,0.478293590299862
"918","NLA17_TX-10010",2010909,4452402,"9/13/2017","CPL",31.91034,-95.30186,481.4396,19.43875,0,NA,0,0.014,249,2.53,NA,13.23,3.4,4.6,NA,415369,2017,"DrainageLk",12.8,0.364458269934181,0.443919034897696,0,0.0846845529885619,0,0.0269948767123635,0.0799420131548442,2,0.443919034897696
"919","NLA12_TX-105",6860,4451216,"6/28/2012","CPL",32.18872936,-95.47435666,9530.145377,35,0.002,0.002,0,0.012,590,6.69,NA,7.4,37.28,0.69,"114017467",415677,2012,"DrainageLk",7.4,0.405177896829842,0.37737154959877,0,0.11372743676543,0.0785030222621348,0,0.0252215027695896,1,0.405177896829842
"920","NLA17_TX-10019",2010194,4131447,"6/7/2017","SPL",32.0567,-96.7321,5.472042,53.165,7e-04,NA,0,0.015,966,7.78,NA,3.1,13.18,1.25,NA,416561,2017,"Headwater",2.8,0.491181697896761,0.218999807863495,0.0258627700192646,0.191669773651563,0,0,0.0723167485152736,1,0.491181697896761
"921","NLA17_TX-10092",2010894,4131079,"9/12/2017","SPL",32.09661,-97.03522,2.903968,33.43375,0.002,NA,0,0.063,620,3.61,NA,4.9,11.24,1.45,NA,417355,2017,"Headwater",NA,0.599257290358749,0.200272141101746,0.0835448856244916,0.116946532432206,0,0,0,1,0.599257290358749
"922","NLA17_TX-10017",2010212,1299520,"6/8/2017","SPL",32.46571,-96.20017,3.514443,175.3325,0,NA,0,0.022,1496,10.77,NA,2.7,69.6,0.7,NA,417684,2017,"Isolated",2.3,0.528460162578143,0.172839846444034,0.109113191598792,0.189608375007959,0,0,0,1,0.528460162578143
"923","NLA12_TX-187",6794,1299598,"6/26/2012","CPL",32.41566325,-96.05998989,21.28673491,167,0.002,0.002,0,0.016,1070,9.2,NA,2.2,40.09411765,0.25,"96072407",417753,2012,"Headwater",2.2,0.591531838425851,0.234499207910585,0.0681591658299331,0.105836010515331,0,0,0,1,0.591531838425851
"924","NLA17_TX-10047",2010690,1261057,"8/8/2017","CPL",32.04834,-95.99865,6.176895,464.23875,0,NA,0,0.042,2465,15.26,NA,1.038,94.08,0.3,NA,417781,2017,"Isolated",1,0.594318912154199,0.214951596241634,0.0180200519879139,0.172724688652237,0,0,0,1,0.594318912154199
"925","NLA17_TX-10005",2010703,1451159,"8/9/2017","CPL",32.08996,-95.89431,5.361168,26.145,0,NA,0,0.016,450,7.98,NA,2.85,22.88,1.2,NA,417841,2017,"Isolated",2.5,0.380005320541917,0.494326913762329,0.0551731829440932,0.0616275652392024,0.00886818553404836,0,0,2,0.494326913762329
"926","NLA17_IN-10055",2011083,12265330,"7/6/2017","UMW",41.38936,-85.83056,73.5138,11.125,0.9504,NA,0,0.025,1621,4.35,NA,15,4.37,2.65,NA,4180,2017,"DrainageLk",15.5,0.377225079501078,0.0746693777005663,0.0984896854302806,0,0.403072980022092,0.0285266723941986,0.01801296475358,5,0.403072980022092
"927","NLA12_NJ-118",7058,9512472,"7/10/2012","NAP",40.79987801,-74.78468146,2.53182338,38,0.461,0.466,0.006,0.048,688,2.35,NA,4.3,7.9,1.4,"64658276",4184,2012,"Drainage",2.7,0.500781017637239,0,0,0,0.312323060519562,0.186931854858092,0,1,0.500781017637239
"928","NLA17_TX-10136",2010950,1262207,"9/21/2017","CPL",32.08186,-96.03925,10.12704,79.10125,0.0024,NA,0,0.014,1044,7.3,NA,4.3,29.87,0.5,NA,418674,2017,"Drainage",NA,0.75099508883444,0.249044251709006,0,0,0,0,0,1,0.75099508883444
"929","NLA12_IN-101",7584,15676403,"8/1/2012","TPL",41.57991404,-84.92317079,10.19051846,20,0.003,0.003,0,0.011,568,6.29,NA,18,3.466666667,3.9,"150994475",41938,2012,"Drainage",18,0.27065987903236,0,0.189176158709505,0.200436130256091,0.313667483994358,0.0135652259311372,0.0124977369049859,5,0.313667483994358
"930","NLA17_TX-10001",2010189,1292492,"6/6/2017","SPL",32.94443,-96.45375,13.83962,134.5625,0.1997,NA,0.006,0.031,1074,5.76,NA,2.8,22.77,0.3,NA,419426,2017,"Headwater",1,0.535685970057144,0.197892085483334,0.0845099757747467,0.151303425773344,0,0,0.0306265167899149,1,0.535685970057144
"931","NLA17_TX-10006",2010285,1259469,"6/20/2017","SPL",32.83673,-96.71958,427.1517,86.135,0,NA,0,0.008,749,3.18,NA,4.66,60,0.7,NA,419891,2017,"Drainage",4.5,0.535017867971938,0.229112039583653,0.0933189214895851,0.142576625008822,0,0,0,1,0.535017867971938
"932","NLA12_TX-160",6744,5254329,"6/22/2012","SPL",32.8469031,-96.88653964,24.61334018,79,0.097,0.1,0.003,0.019,899,4.4,NA,10.4,60.48,0.45,"95349035",420132,2012,"Isolated",10.4,0.0320388291472433,0.324343943367797,0.344329644247407,0.29931710575769,0,0,0,3,0.344329644247407
"933","NLA17_TX-10014",2011194,1489732,"7/25/2017","CPL",30.96162,-95.90549,27.30399,87.7375,0,NA,0,0.016,1265,7.58,NA,3.718,40.27,0.7,NA,420510,2017,"Isolated",2.2,0.347491568674374,0.338179187319344,0.11614748825956,0.198208307849402,0,0,0,1,0.347491568674374
"934","NLA12_TX-110",1000026,120053021,"6/28/2012","SPL",33.07855581,-96.98672572,8783.073606,26,0.002,0.002,0,0.0092,610,4.48,NA,10.5,14.85714286,0.775,"95346815",420755,2012,"DrainageLk",10.5,0.473440242709547,0.201372185246337,0.0944886821255656,0.194480144690047,0,0,0.0362361731502377,1,0.473440242709547
"935","NLA12_TX-148",1000062,1304367,"7/15/2012","SPL",33.27090609,-98.15099199,20.20554838,64,0,0,0,0.014,595,5.74,NA,2.5,5.64,0.19,"101707403",420780,2012,"Isolated",2.5,0.225673879903686,0.179043308016983,0.105040089380767,0.251641519651937,0,0,0.238639981853759,4,0.251641519651937
"936","NLA17_TX-10025",2010875,131537634,"9/7/2017","SPL",33.36387,-97.41123,2.03518,71.385,0.0086,NA,0.001,0.052,634,5.37,NA,1.8,5.56,0.2,NA,420896,2017,"Isolated",NA,0.469848393342187,0.146766818160461,0.22561083838682,0.153571938522609,0,0,0.00423180917395587,1,0.469848393342187
"937","NLA12_TX-121",6586,1454297,"6/13/2012","CPL",31.7872742,-96.06449217,852.4902475,204,0.002,0.002,0,0.011,1264,11.73,NA,10,40.8,0.78,"93969018",421724,2012,"Headwater",10,0.366304552512962,0.401405861623695,0.0104452504215451,0.171015352913352,0.0350887505578468,0,0.0157442945069398,2,0.401405861623695
"938","NLA12_MN-152",7924,4415290,"8/14/2012","UMW",45.42532395,-95.48193854,19.99487029,132,0,0,0,0.011,1756,7.98,NA,3.3,59.6,0.45,"86369067",42222,2012,"Isolated",3.3,0.0903465545381211,0.0337575996917665,0.622278323923024,0.00408910979244033,0.249534885828671,0,0,3,0.622278323923024
"939","NLA17_TX-10032",2010618,1489888,"7/27/2017","CPL",30.92462,-95.46998,6.707609,275.4675,0.1829,NA,0.001,0.01,953,5.02,NA,1.754,28.48,0,NA,422508,2017,"Isolated",NA,0.0326555277284504,0.306699287262459,0.302683320332846,0.357993860605646,0,0,0,4,0.357993860605646
"940","NLA12_TX-218",8203,1274574,"8/22/2012","SPL",33.5630296,-97.01641569,203.1477418,122,0,0,0,0.014,1753,6.89,NA,5.9,98,0.55,"95326763",422639,2012,"Isolated",5.9,0.471240729629545,0.233512080979914,0.0879167089218206,0.147014731104966,0,0,0.0603280650274959,1,0.471240729629545
"941","NLA17_TX-10049",2010225,1267958,"6/12/2017","SPL",32.66237,-97.61238,43.19589,14.4525,0.0013,NA,0,0.01,495,4.7,NA,9.8,3.69,2.5,NA,422699,2017,"Isolated",10.4,0.379340536493162,0.244800543730982,0.219140388899992,0.127106352203709,0,0,0.0296266476144237,1,0.379340536493162
"942","NLA12_TX-129",8762,1437333,"9/25/2012","CPL",29.86638372,-95.17138389,302.654731,59,0.004,0.004,0,0.02,1044,14.65,NA,3.3,12.288,1.475,"113260193",424568,2012,"Drainage",3.3,0.214919404476033,0.297937404645584,0,0.414347407268207,0.0156980094344851,0,0.0571187932018092,4,0.414347407268207
"943","NLA17_TX-10087",2010405,109568753,"7/5/2017","CPL",30.15681,-95.4684,1.067285,58.8975,0.0021,NA,0,0.012,706,4.31,NA,3.284,40.53,1.3,NA,424714,2017,"Isolated",NA,0.239629075092569,0.42544152869679,0.0951311369948033,0.239824568678155,0,0,0,2,0.42544152869679
"944","NLA17_WI-10003",2011244,13290898,"8/1/2017","TPL",43.09787,-88.46216,314.7521,12.5,NA,NA,NA,NA,409,6.97,NA,18.8,3.94,2.625,NA,4251,2017,"DrainageLk",18.8976,0.135530737200664,0,0.229313085518606,0.18682049752694,0.409219251632783,0.033890468516274,0.00522364343269496,5,0.409219251632783
"945","NLA12_TX-161",8655,3122926,"9/19/2012","CPL",29.61660959,-95.64840829,7.590781286,171,0.026,0.027,0.002,0.018,743,5.32,NA,1.3,14.176,0.4,"95959587",425150,2012,"Isolated",1.3,0.24854943252585,0.202765934361163,0.0885210336147061,0.460193497864117,0,0,0,4,0.460193497864117
"946","NLA17_TX-10048",2010956,1574524,"9/22/2017","CPL",29.16044,-95.32517,37.73518,20.41,0.0026,NA,0,0.021,735,6.71,NA,1.502,7.66,1,NA,425833,2017,"Headwater",1.1,0,0.0756973906229476,0,0.708719011736402,0.21567329045769,0,0,4,0.708719011736402
"947","NLA12_WI-168",1000059,167157008,"7/13/2012","TPL",42.50962706,-88.26962301,293.706702,17,NA,0.019,NA,0.048,520,5.4,6.1,8.6,3.2,3.7,"121624092",4259,2012,"DrainageLk",9.7536,0.268230951972938,0,0.234303584838674,0.167736503379741,0.278805133032898,0.0509195541026377,0,5,0.278805133032898
"948","NLA17_ME-10039",2010578,4287237,"7/25/2017","NAP",47.10643131,-68.86687135,12.33447436,11.22625,0.002,NA,0,0.014,275,2.69,NA,3,1.06,3,NA,42608,2017,"Drainage",3.04800009727478,0.181045879762407,0,0,0.0736271565894109,0.0907840102917392,0.470502809677346,0.184043735867202,6,0.470502809677346
"949","NLA17_MA-10003",2010661,6098005,"8/2/2017","NAP",42.31289,-73.13714,58.46346,23.155,1e-04,NA,0,0.034,504,5.08,NA,2.7,9.68,1.55,NA,42647,2017,"Headwater",2.43828101188662,0.186227871090948,0.0778447938609361,0,0.08565013057478,0.172264154498733,0.472469880701631,0.0055410982081586,6,0.472469880701631
"950","NLA17_CT-10006",2010582,7711098,"7/25/2017","NAP",41.95109,-73.46631,2.231013,4.75125,0,NA,0,0.007,248,3.24,NA,24.9,2.77,4.225,NA,42697,2017,"Drainage",NA,0.357244315579713,0.0145523322006147,0,0.0494401940525668,0.116071734413004,0.448963300369807,0.0137312339632537,6,0.448963300369807
"951","NLA12_TX-201",7265,1518667,"7/18/2012","CPL",30.55887079,-95.49710901,2.952511168,43,0.005,0.005,0,0.076,754,8.28,NA,1.6,15.504,1.32,"99369529",427370,2012,"Isolated",1.6,0.379251761931652,0.545919216864672,0.0406492615142036,0.0173235410133655,0,0,0.0168675526552597,2,0.545919216864672
"952","NLA12_MI-142",1000163,13040238,"8/21/2012","UMW",43.48649233,-84.76870838,3.44861954,75,0,0,0,0.025,1204,15.98,NA,3.6,6.21,1.425,"150436880",42955,2012,"Headwater",3.6,0,0.00324744721063006,0.277904769684848,0.131178511303446,0.587672143794019,0,0,5,0.587672143794019
"953","NLA17_TX-10002",2010447,5495396,"7/11/2017","SPL",32.59296,-98.31634,13.8661,25.395,0,NA,0,0.008,650,7.84,NA,7.3,3.78,1.9,NA,429629,2017,"Isolated",3.5,0.399174738455263,0.245919070563087,0,0.0768014967109598,0,0.00134686044413629,0.276773395626304,1,0.399174738455263
"954","NLA12_TX-190",7109,5511762,"7/11/2012","SPL",32.0726955,-97.12977293,12.55736965,30,0.008,0.009,0.001,0.018,349,3.55,NA,2.9,2.902857143,0.55,"99543793",429770,2012,"Headwater",2.9,0.498474138802275,0.124855118869257,0.142027666002381,0.22550438386158,0,0,0.0091690450527622,1,0.498474138802275
"955","NLA17_WI-10008",2011061,1797479,"6/28/2017","UMW",46.55919,-91.39356,44.00941,19.5,NA,NA,NA,NA,493,6.61,NA,2,5.15,2,NA,4298,2017,"Isolated",3.048,0,0.109814790321802,0.358604852517316,0,0.330203550271518,0.201383797698757,0,3,0.358604852517316
"956","NLA12_TX-136",7178,5490067,"7/15/2012","SPL",32.49282566,-100.578457,12.0798201,113,0,0,0,0.022,1669,11.83,NA,1.3,29.86666667,0.35,"100990442",430183,2012,"Isolated",1.3,0.468253706148462,0.0764069043420666,0.210116857734723,0,0,0,0.245284945564161,1,0.468253706148462
"957","NLA17_TX-10072",2010481,5498204,"7/12/2017","SPL",32.4657,-98.4127,3.129965,27.11,0.0056,NA,0.001,0.034,931,9.75,NA,10.7,10.5,1.8,NA,430331,2017,"Isolated",NA,0.328847771230031,0.270556604081171,0,0.0966387849739091,0,0.000892589874753407,0.303075980248227,1,0.328847771230031
"958","NLA12_TX-234",8810,5530090,"9/27/2012","SPL",32.10705826,-97.88118693,26.47463415,54,0.003,0.004,0.001,0.032,883,7.88,NA,4.6,9.163636364,1.4,"97246951",430418,2012,"Isolated",4.6,0.536949938994934,0.177966487944408,0,0.0663535345216145,0,0,0.218756208606246,1,0.536949938994934
"959","NLA12_TX-124",1000060,5525811,"7/13/2012","SPL",32.79752902,-98.98190835,6050.902632,25,0,0,0,0.0064,596,6.05,NA,10.5,12.08,0.93,"94128173",430556,2012,"Drainage",10.5,0.306361705180649,0.094032417413725,0,0.191885050051094,0,0,0.407756211324522,7,0.407756211324522
"960","NLA17_WI-10134",2011492,9029637,"9/19/2017","UMW",44.91059,-88.76003,20.71737,16,NA,NA,NA,NA,374,7.51,NA,6.5,4.88,3.475,NA,4308,2017,"Isolated",6.7056,0,0.179429163530301,0.23873126392929,0,0.422868433495562,0.117619827256135,0.0413716536248226,5,0.422868433495562
"961","NLA12_TX-144",6622,5531112,"6/14/2012","SPL",31.88917209,-97.70249202,20.72777243,30,0,0,0,0.0064,470,5.8,NA,4.8,6.848,1.2,"97254113",430814,2012,"Headwater",4.8,0.509931106225902,0.236732236087817,0.19998534646286,0.0522299460022193,0,0,0.00112803146181342,1,0.509931106225902
"962","NLA17_MN-10003",2011475,2354274,"9/14/2017","UMW",44.942,-94.03195,70.19571,769.694,0,NA,0,0.041,9506,15.14,NA,1.1,329.6,0.1,NA,431,2017,"Headwater",1.1,0.0704107885151563,0,0.470563624828152,0.10588228766944,0.353142022528883,0,0,3,0.470563624828152
"963","NLA17_TX-10003",2010758,2580363,"8/16/2017","SPL",31.14844,-97.74526,6.207165,16.3,0.0022,NA,0,0.009,320,4.7,NA,3.453,2.82,2.8,NA,431899,2017,"Headwater",2.5,0.386669137999046,0.189726252379332,0,0.142995234267636,0,0,0.280626937377373,1,0.386669137999046
"964","NLA12_TX-196",8811,5551145,"9/27/2012","SPL",31.33182559,-97.26843785,14.8296293,88,0.003,0.003,0,0.015,898,6.03,NA,2.9,27.2,0.365,"128988664",434041,2012,"Headwater",2.9,0.613754202956354,0.294754277797494,0.0316148849474911,0.0598857698377629,0,0,0,1,0.613754202956354
"965","NLA12_TX-205",7496,3124062,"7/27/2012","CPL",29.12694253,-95.58166196,80.02414006,17,0.002,0.002,0,0.015,1013,10.57,NA,1.5,7.466666667,1.46,"95962785",434392,2012,"Isolated",1.5,0,0.296872103256922,0.0463914705564066,0.617334602130062,0.0394044418137147,0,0,4,0.617334602130062
"966","NLA12_TX-111",7205,5713969,"7/16/2012","SPL",32.24025447,-101.3133027,56.75482287,28,0,0,0,0.031,1589,17.94,NA,4.8,12.704,0.95,"96173940",435483,2012,"Headwater",4.8,0.197255039311758,0.0965067618805571,0,0.119786278563441,0,0,0.5864938587534,7,0.5864938587534
"967","NLA12_WI-181",8428,12173058,"9/4/2012","TPL",44.07085734,-87.73427579,30.23293311,24,NA,0.023,NA,0.016,1100,11,13,11.3,17.7,1.5,"139260070",4355,2012,"Drainage",13.1064,0.567320558626382,0,0.157745614899282,0,0.266200903207878,0,0.00875122952531577,1,0.567320558626382
"968","NLA17_IA-10031",2010541,19163447,"7/20/2017","TPL",41.53587,-94.88106,3.118183,67.1725,0,NA,0,0.019,958,6.85,NA,4.7,13.14,1.55,NA,43567,2017,"Headwater",NA,0.187643271368544,0,0.504726031014369,0.127435127963072,0,0.147436240931862,0.032772424494685,3,0.504726031014369
"969","NLA17_TX-10020",2010545,5632093,"7/20/2017","SPL",32.58188,-101.1655,707.3311,18.5575,0,NA,0,0.009,368,3.83,NA,12.3,6.09,1.8,NA,435674,2017,"Drainage",1.7,0.229853491278376,0.123309510185961,0.0996847677498278,0.0700361065128192,0,0,0.477158223692428,7,0.477158223692428
"970","NLA17_TX-10016",2010745,5735763,"8/15/2017","SPL",31.58629,-98.62431,27.75564,32.4225,0,NA,0,0.014,770,6.38,NA,4.867,13.26,1.4,NA,436104,2017,"Headwater",4.4,0.237734903053522,0.085583429652275,0,0.13017928825485,0,0,0.546570334498869,7,0.546570334498869
"971","NLA12_TX-107",6849,5725119,"6/27/2012","SPL",31.77914564,-99.48754057,8.212572355,43,0.002,0.002,0,0.021,830,10.92,NA,3.4,3.744,3.15,"98345072",436489,2012,"Headwater",3.4,0.30074244559563,0.0732397522983701,0,0.125757041320105,0,0,0.500311547890643,7,0.500311547890643
"972","NLA12_MA-108",8457,6123537,"9/10/2012","NAP",42.02607407,-70.88609036,4.21272213,48,0.002,0.002,0,0.0055,474,3.93,NA,1.5,18.18666667,1.05,"127683464",43708,2012,"Drainage",1.5,0.0279283280493566,0.325219458590445,0,0.152940120179187,0.336448202638901,0.157479799709444,0,5,0.336448202638901
"973","NLA12_WI-163",1000185,1803593,"8/28/2012","UMW",46.47406064,-92.04491337,54.62851452,59,NA,0.019,NA,0.145,1570,22,23,3.5,14.8,0.5,"111727325",4375,2012,"Drainage",3.9624,0.137567929408895,0,0.14662552124694,0.0753717647597752,0.498181365159787,0.0925159996464356,0.0497391023775723,5,0.498181365159787
"974","NLA17_TX-HP002",2010243,5756912,"6/13/2017","SPL",30.751822,-98.408858,322.4871,15.2925,0.0019,NA,0,0.007,533,4.1,NA,9.5,8.4,1.75,NA,437814,2017,"DrainageLk",22.1,0.21172257644678,0.298857606024339,0,0.0629160260389477,0,0.00848095848163678,0.418042295702272,7,0.418042295702272
"975","NLA17_VT-10003",2010470,4599085,"7/12/2017","NAP",44.95559,-71.71667,177.5576,4.5425,0.0201,NA,0.002,0.012,266,3.52,NA,33.8,1.17,6.45,NA,4381,2017,"Drainage",35.052,0.181802980938149,0,0,0.153195952254545,0,0.552050396543656,0.112966115192095,6,0.552050396543656
"976","NLA12_TX-159",8480,5790426,"9/11/2012","SPL",30.00697302,-96.70980987,21.42774456,100,0.01,0.014,0.004,0.12,1368,12.78,NA,3,20,0.975,"109800799",438609,2012,"Headwater",3,0.461606897427447,0.370902283970256,0.122916465971641,0.0445939302670475,0,0,0,1,0.461606897427447
"977","NLA17_TX-10030",2010413,110395680,"7/6/2017","CPL",29.85308,-96.37105,1.302202,95.145,6e-04,NA,0,0.018,1438,10.53,NA,1.5,47.6,0.7,NA,438650,2017,"Isolated",NA,0.0672601199117781,0.49987518805095,0.328466246794635,0.104436541493607,0,0,0,2,0.49987518805095
"978","NLA17_TX-10121",2010943,5791318,"9/20/2017","SPL",29.84254,-96.76571,10.11505,188.493,0,NA,0,0.02,1276,6.95,NA,2.185,57.07,NA,NA,439586,2017,"Isolated",NA,0.156635974379811,0.32903246685114,0.166897112118877,0.234146511194808,0,0,0.113321860663026,2,0.32903246685114
"979","NLA17_TX-10089",2010802,94510891,"8/23/2017","SPL",30.03834,-98.24509,1.220818,33.37875,0.002,NA,0,0.034,1101,9.51,NA,1.8,8.5,1.8,NA,439839,2017,"Isolated",NA,0.238789960733661,0.246201745085906,0,0.126569056529774,0,0,0.388451169890456,7,0.388451169890456
"980","NLA12_TX-104",7734,1629479,"8/7/2012","SPL",30.00954296,-97.82158001,63.03063676,111,0.002,0.002,0,0.015,896,6.92,NA,0.8,11.632,0.565,"94512159",440831,2012,"Headwater",0.8,0.315163795181872,0.198727988730149,0,0.161126216604859,0,0,0.325015734659809,7,0.325015734659809
"981","NLA17_TX-10085",2010789,7850359,"8/22/2017","SPL",29.82389,-98.77402,76.21218,14.435,0.0018,NA,0,0.007,299,3.65,NA,9.6,2.53,3.1,NA,441619,2017,"Drainage",14.6304,0.223020691295297,0.134688360331102,0,0.0646928837016117,0,0.141152916909103,0.436468446375201,7,0.436468446375201
"982","NLA17_WI-10002",2011039,9036005,"6/22/2017","UMW",44.32364,-89.19101,6.737155,9.14,0.567,NA,NA,NA,789,3.09,NA,17.6,1.46,4.125,NA,4433,2017,"Headwater",17.9832,0,0.147906512754737,0.176285835582678,0,0.578678409214478,0.0971615289486272,0,5,0.578678409214478
"983","NLA17_IA-10028",2011044,22250145,"6/26/2017","TPL",41.03367,-93.74273,4.305687,254.815,0.0018,NA,0,0.135,2059,9.17,NA,3,65.71,0.75,NA,4440,2017,"Isolated",4.26699177080158,0.545976826190735,0,0.289072491427492,0.164989269877404,0,0,0,1,0.545976826190735
"984","NLA12_TX-135",1000022,1663855,"6/26/2012","CPL",26.62195986,-98.06124241,6.722705342,114,0,0,0,0.026,2894,19.86,NA,1.5,30.24,0.385,"140639081",444045,2012,"Isolated",1.5,0.164805284752847,0.558848500113203,0,0,0,0,0.276451493436373,2,0.558848500113203
"985","NLA17_TX-10086",2010355,203221,"6/27/2017","CPL",26.41703,-98.17065,17.73051,40.00125,0,NA,0,0.011,1804,8.74,NA,2.43,26.93,0.45,NA,444530,2017,"Isolated",NA,0,0.394835687856005,0,0.292502765149493,0,0,0.3127588872189,2,0.394835687856005
"986","NLA17_TX-10070",2010368,205055,"6/28/2017","CPL",26.14016,-97.39058,12.82016,20.67625,0,NA,0,0.013,688,6.4,NA,1.2,2.83,1.2,NA,445160,2017,"Isolated",NA,0.160820207950941,0.320930590081258,0.000584019297989855,0.357034982254209,0,0,0.160655548835494,4,0.357034982254209
"987","NLA12_WI-109",8193,13394473,"8/22/2012","UMW",45.71958321,-89.88146231,1780.118125,49,NA,0.019,NA,0.015,760,12,12,4.6,22.1,1,"70335003",4454,2012,"DrainageLk",4.6,0.0922743197728532,0,0.0647222173372817,0,0.688190718128252,0.0829005673953181,0.0719155389854113,5,0.688190718128252
"988","NLA17_TX-10015",2010390,205321,"6/29/2017","CPL",26.07154,-97.55981,14.04967,120.34125,0,NA,0,0.016,1391,5.33,NA,1,44.8,0.2,NA,445543,2017,"Drainage",1.2,0.269211896504622,0.311540998425755,0.058362110521331,0.280467180527913,0,0,0.0804470911533401,2,0.311540998425755
"989","NLA17_WI-10001",2010260,13296360,"6/15/2017","TPL",42.96456,-89.2538,1293.361,92.4,NA,NA,NA,NA,1120,8.53,NA,9.8,75.4,1.125,NA,4467,2017,"DrainageLk",9.4488,0.261694610343466,0,0.164849124124137,0.166187198857493,0.341624467504954,0.0290814404650868,0.0365731720384888,5,0.341624467504954
"990","NLA17_ME-10016",2011243,807963,"7/31/2017","NAP",46.43397921,-69.14686517,3.820723758,17.69625,3e-04,NA,0,0.021,854,9.1,NA,1.1,4.51,1.1,NA,44681,2017,"Headwater",NA,0.0956542612017202,0,0.129262971623303,0.124485875131113,0.190496234019166,0.460106232813008,0,6,0.460106232813008
"991","NLA17_CO-10037",2010504,17905661,"7/17/2017","WMT",37.82878,-107.1838,23.88213,406.815,0.0061,NA,0.002,0.163,3369,8.49,NA,1.4,181.2,0.075,NA,446976,2017,"DrainageLk",NA,0,0,0.164534644525926,0,0.0815356084766108,0.429694445719238,0.324298223064922,6,0.429694445719238
"992","NLA12_CO-121",7684,17905749,"8/1/2012","WMT",37.67328141,-107.1127777,2.056298199,84,0.003,0.003,0,0.017,255,2.13,NA,3.1,3.946666667,NA,"136353792",447155,2012,"Isolated",3.1,0.150902375510884,0,0,0,0.21690562712571,0.438196166350553,0.194054444345612,6,0.438196166350553
"993","NLA17_CO-10051",2010496,17887068,"7/13/2017","WMT",38.08872,-105.6771,3.278534,8.9075,0.0082,NA,0.002,0.005,96,1.3,NA,4,5.25,4,NA,447454,2017,"Drainage",NA,0,0,0,0,0.0602600510275363,0.360376585687761,0.579429237806587,7,0.579429237806587
"994","NLA17_NM-10037",2010398,17825114,"6/29/2017","WMT",36.03989,-106.8486,14.46221,36.915,2e-04,NA,0,0.009,619,10.36,NA,3.1,8.72,1,NA,447477,2017,"Headwater",3.4,0.215822579397814,0,0.241497477346621,0,0.0402799136822029,0.357896027849074,0.144553935062878,6,0.357896027849074
